X,Y,Z,x,y,z,w
1.3642210526315792,0.11741162049861496,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3623421052631581,0.11659534626038782,-0.09536,0.29518,0.79266,0.19416,0.49685
1.360463157894737,0.11577907202216067,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3585842105263157,0.11496279778393353,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3567052631578949,0.1141465235457064,-0.09536000000000001,0.29518,0.79266,0.19416,0.49685
1.3548263157894738,0.11333024930747923,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3529473684210527,0.11251397506925209,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3510684210526316,0.11169770083102494,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3491894736842107,0.11088142659279779,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3473105263157894,0.11006515235457065,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3454315789473685,0.1092488781163435,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3435526315789474,0.10843260387811635,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3416736842105264,0.10761632963988921,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3397947368421053,0.10680005540166206,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3379157894736844,0.10598378116343492,-0.09536,0.29518,0.79266,0.19416,0.49685
1.336036842105263,0.10516750692520777,-0.09536,0.29518,0.79266,0.19416,0.49685
1.334157894736842,0.10435123268698061,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3322789473684211,0.10353495844875346,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3304,0.10271868421052632,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3304,0.10271868421052632,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3322789473684213,0.10190240997229918,-0.09536,0.29518,0.79266,0.19416,0.49685
1.334157894736842,0.10108613573407202,-0.09536,0.29518,0.79266,0.19416,0.49685
1.336036842105263,0.10026986149584488,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3379157894736844,0.09945358725761774,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3397947368421053,0.0986373130193906,-0.09536000000000001,0.29518,0.79266,0.19416,0.49685
1.3416736842105264,0.09782103878116344,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3435526315789472,0.09700476454293629,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3454315789473685,0.09618849030470913,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3473105263157896,0.09537221606648201,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3491894736842105,0.09455594182825486,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3510684210526316,0.09373966759002772,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3529473684210527,0.09292339335180055,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3548263157894738,0.09210711911357342,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3567052631578949,0.09129084487534626,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3585842105263157,0.09047457063711911,-0.09536,0.29518,0.79266,0.19416,0.49685
1.360463157894737,0.08965829639889197,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3623421052631581,0.08884202216066484,-0.09536,0.29518,0.79266,0.19416,0.49685
1.364221052631579,0.08802574792243768,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3661,0.08720947368421053,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3661,0.08720947368421053,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3642210526315792,0.08639319944598339,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3623421052631581,0.08557692520775624,-0.09536,0.29518,0.79266,0.19416,0.49685
1.360463157894737,0.08476065096952907,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3585842105263157,0.08394437673130194,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3567052631578949,0.08312810249307481,-0.09536000000000001,0.29518,0.79266,0.19416,0.49685
1.3548263157894738,0.08231182825484765,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3529473684210527,0.0814955540166205,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3510684210526316,0.08067927977839336,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3491894736842107,0.07986300554016622,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3473105263157894,0.07904673130193907,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3454315789473685,0.07823045706371191,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3435526315789474,0.07741418282548476,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3416736842105264,0.07659790858725762,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3397947368421053,0.07578163434903049,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3379157894736844,0.07496536011080332,-0.09536,0.29518,0.79266,0.19416,0.49685
1.336036842105263,0.07414908587257618,-0.09536,0.29518,0.79266,0.19416,0.49685
1.334157894736842,0.07333281163434903,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3322789473684211,0.07251653739612189,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3304,0.07170026315789474,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3304,0.07170026315789474,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3322789473684213,0.07088398891966759,-0.09536,0.29518,0.79266,0.19416,0.49685
1.334157894736842,0.07006771468144045,-0.09536,0.29518,0.79266,0.19416,0.49685
1.336036842105263,0.0692514404432133,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3379157894736844,0.06843516620498614,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3397947368421053,0.067618891966759,-0.09536000000000001,0.29518,0.79266,0.19416,0.49685
1.3416736842105264,0.06680261772853185,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3435526315789472,0.0659863434903047,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3454315789473685,0.06517006925207756,-0.09536,0.29518,0.79266,0.19416,0.49685
