Time_stamp,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
FPS,240.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,gripper_X,gripper_Y,gripper_Z,gripper_w,gripper_x,gripper_y,gripper_z,helmet_X,helmet_Y,helmet_Z,helmet_w,helmet_x,helmet_y,helmet_z,chisel_X,chisel_Y,chisel_Z,chisel_w,chisel_x,chisel_y,chisel_z,battery_X,battery_Y,battery_Z,battery_w,battery_x,battery_y,battery_z,A1_X,A1_Y,A1_Z,A2_X,A2_Y,A2_Z,A3_X,A3_Y,A3_Z,A4_X,A4_Y,A4_Z,B1_X,B1_Y,B1_Z,B2_X,B2_Y,B2_Z,C1_X,C1_Y,C1_Z,C2_X,C2_Y,C2_Z,D1_X,D1_Y,D1_Z,D2_X,D2_Y,D2_Z,D3_X,D3_Y,D3_Z,D4_X,D4_Y,D4_Z
18.154167,0.073629036,0.056323338,0.40349575800000004,0.421071,-0.58428,0.39874,0.567734,0.36602450599999997,-0.028013073,0.935021973,0.396352,-0.275465,0.07939,0.872194,0.257423065,0.19171360799999998,0.16105175800000002,0.606729,-0.177932,-0.758162,-0.159404,0.106219452,0.346818146,0.165059799,0.999938,0.000663,-0.010313,0.004048,-0.030330164,0.21093837,0.16257309,-0.028701360999999998,0.301668976,0.165607925,-0.027854834000000002,0.386306641,0.17011012299999997,-0.025793411,0.474438904,0.174294327,0.058306641,0.474365448,0.170858154,0.148925476,0.473448151,0.172359512,0.230575897,0.472492523,0.175985062,0.232558884,0.38581716899999996,0.17170301799999999,0.232309036,0.294245087,0.170765991,0.23155775499999998,0.20770730599999998,0.171874619,0.14739558400000002,0.20988827499999999,0.16600604200000002,0.057012276,0.210675232,0.164100555
18.158333,0.07375329600000001,0.056578018,0.403134674,0.420951,-0.584551,0.399138,0.567265,0.366048492,-0.027918164999999998,0.9349793089999999,0.396483,-0.275612,0.079377,0.872089,0.25701516700000004,0.192110321,0.161017471,0.606813,-0.177946,-0.757956,-0.160049,0.106175117,0.346851654,0.165032181,0.999938,0.000695,-0.010367,0.003996,-0.030393439999999997,0.210987335,0.16252929700000002,-0.028745613,0.301718079,0.165573334,-0.027899942,0.386356079,0.170059036,-0.025838699,0.47448364299999995,0.174247284,0.05827029,0.474403595,0.17083746300000002,0.148897095,0.47348349,0.172348602,0.23053659099999999,0.472505859,0.17596572900000002,0.232515564,0.385829376,0.17168554700000002,0.23226127600000002,0.294262543,0.170773193,0.23148748800000002,0.207720764,0.17196404999999998,0.147339096,0.209913208,0.165992416,0.056954849,0.21071482800000002,0.16407600400000003
18.1625,0.073837738,0.056887257,0.402973938,0.42108,-0.584348,0.399348,0.567231,0.36607251,-0.027827971,0.934936035,0.396601,-0.275786,0.079317,0.871985,0.256531158,0.192491211,0.16104480000000002,0.607144,-0.177984,-0.757586,-0.160504,0.10613221,0.34688644399999996,0.165004257,0.999938,0.000716,-0.010395,0.003923,-0.030451635,0.211029129,0.162496002,-0.028786669,0.30175351,0.16553373700000001,-0.027931882999999998,0.38639642300000004,0.170007523,-0.025868559000000003,0.474523682,0.174202728,0.058241051,0.474427521,0.170808609,0.14886888099999998,0.473502533,0.172321487,0.2305159,0.472515411,0.175950882,0.232477325,0.385841705,0.17166731300000002,0.23222573900000001,0.294275269,0.170750244,0.23142126500000001,0.207725464,0.17203831500000002,0.147289261,0.209924194,0.16595111099999998,0.056904129,0.210750076,0.16405200199999997
18.166667,0.074013428,0.057134673999999996,0.402624451,0.421062,-0.584679,0.399737,0.566628,0.36609314,-0.027750222999999997,0.934902466,0.396706,-0.275955,0.079226,0.871892,0.256030487,0.192791931,0.16108045999999998,0.607399,-0.17817,-0.757287,-0.160742,0.106088745,0.346909119,0.16497468599999998,0.999938,0.000749,-0.010408,0.003877,-0.030512577,0.211061646,0.16247323600000002,-0.028819983,0.301785004,0.165517166,-0.027963474000000002,0.386431702,0.169990036,-0.025899466,0.474557068,0.174160309,0.058219238,0.47445831299999996,0.17078697199999998,0.148842361,0.473518127,0.1722892,0.230486252,0.472530334,0.175925079,0.232431824,0.385854492,0.17164497399999998,0.23217430100000003,0.294285889,0.17075190699999998,0.231347916,0.207732803,0.17211673,0.147166641,0.209790222,0.165889435,0.056851658,0.21076470900000002,0.164037766
18.170833,0.074134872,0.057389812,0.402364044,0.421068,-0.584759,0.400108,0.566279,0.36609945699999996,-0.027685537,0.9348764039999999,0.396811,-0.276075,0.07912,0.871816,0.25558627300000003,0.193091232,0.161096481,0.607549,-0.178459,-0.757032,-0.161055,0.106039383,0.34693002300000003,0.164945618,0.999938,0.000784,-0.010402,0.003833,-0.030572310999999998,0.211083115,0.16246701,-0.028871144999999997,0.301817535,0.165505676,-0.028003891,0.386463898,0.16996814000000002,-0.02593458,0.474588593,0.174131866,0.058180695,0.474475342,0.170768005,0.148804459,0.47352392600000004,0.17226683,0.230449448,0.472544098,0.175907074,0.232390076,0.38587014799999997,0.171622284,0.23212254300000001,0.29429080199999996,0.17074440000000002,0.231284821,0.20773645,0.172182648,0.14710330200000002,0.209793045,0.165877335,0.056790569,0.210790039,0.164028961
18.175,0.07425965100000001,0.057636650000000005,0.402077423,0.420927,-0.584843,0.400593,0.565955,0.3661091,-0.027630602,0.934865784,0.396898,-0.276147,0.079018,0.871763,0.255122131,0.193341171,0.161119507,0.60776,-0.178366,-0.756844,-0.161246,0.106005638,0.346945251,0.164928101,0.999939,0.000819,-0.010378,0.003812,-0.030617804,0.211114563,0.162468384,-0.028901682,0.301847321,0.16551254299999998,-0.028023319,0.38648877,0.169968872,-0.025961845,0.474608643,0.17411587499999998,0.058157921,0.47449408,0.17074941999999999,0.14877349899999998,0.473543091,0.172254166,0.2304189,0.472557159,0.175888474,0.232364838,0.38588266,0.171604538,0.232080109,0.294308014,0.17074520899999998,0.23124172999999998,0.207752563,0.172228455,0.147052063,0.209808075,0.16587655599999998,0.056745811,0.21081407200000002,0.164019318
18.179167,0.074411232,0.057852009,0.401677887,0.420596,-0.585177,0.401218,0.565412,0.366123993,-0.027583803,0.934865906,0.396972,-0.27618,0.078908,0.871729,0.254685913,0.193583572,0.161125259,0.60786,-0.178291,-0.756753,-0.16138,0.105979355,0.346964508,0.164913574,0.999939,0.000832,-0.010353,0.003784,-0.030643585,0.211133148,0.162461258,-0.028916544,0.301876617,0.16548881499999998,-0.028040673999999998,0.386505981,0.169948288,-0.025976097,0.474644318,0.174106873,0.058144919999999996,0.474517761,0.170748108,0.14876416,0.473553284,0.17224537699999998,0.230409668,0.472567841,0.175878189,0.232347961,0.385902802,0.171591049,0.232057922,0.29432360799999996,0.17073027,0.23121579,0.207768448,0.172238068,0.147039551,0.209825287,0.165873932,0.056723835,0.210837982,0.16400947600000002
18.183333,0.074607552,0.058112049,0.401315002,0.420318,-0.58544,0.401822,0.564917,0.366164185,-0.027542639,0.934878479,0.397019,-0.276196,0.078802,0.871712,0.254304947,0.19382923900000001,0.161104355,0.607819,-0.178351,-0.756744,-0.161511,0.10599317899999999,0.346977264,0.16489498900000002,0.999939,0.000858,-0.010332,0.003784,-0.030626267999999998,0.211155228,0.16245996099999999,-0.028896755,0.30188913,0.16548895300000002,-0.028024163999999997,0.386523895,0.169947815,-0.025960821,0.474648682,0.174108185,0.058166523,0.474521149,0.170733749,0.148780304,0.473572205,0.172237808,0.230426117,0.472582428,0.17587017800000002,0.23236431899999999,0.38591256700000004,0.171587616,0.23207373,0.294334045,0.170728638,0.231233948,0.207782425,0.17229039000000002,0.147046463,0.209838593,0.165879669,0.056742367,0.210852066,0.164005219
